"Cuntrycd","Stkcd","Stknme","Conme","Conme_en","Indcd","Indnme","Nindcd","Nindnme","Nnindcd","Nnindnme","Estbdt","Listdt","Favaldt","Curtrd","Ipoprm","Ipoprc","Ipocur","Nshripo","Parvcur","Ipodt","Parval","Sctcd","Statco","Crcd","Statdt","Commnt","Markettype","PROVINCE","PROVINCECODE","CITY","CITYCODE","OWNERSHIPTYPE","OWNERSHIPTYPECODE"
"10","002082","万邦德","万邦德医药控股集团股份有限公司","WANBANGDE PHARMACEUTICAL HOLDING GROUP CO.,LTD.","0005","工业","C81","医药制造业","C27","医药制造业","1999-03-31","2006-11-20","2006-11-20","CNY","5.3600","6.3600","CNY","30000","CNY","2006-11-03","1.000","2","A","","2021-08-27","","4","浙江省","330000","湖州市","330500","私营企业","P0306"
"10","002083","孚日股份","孚日集团股份有限公司","Sunvim Group Co., Ltd.","0005","工业","C11","纺织业","C17","纺织业","2002-02-06","2006-11-24","2006-11-24","CNY","5.6900","6.6900","CNY","79000","CNY","2006-11-10","1.000","2","A","","2021-08-27","","4","山东省","370000","潍坊市","370700","私营企业","P0306"
"10","002084","海鸥住工","广州海鸥住宅工业股份有限公司","Guangzhou Seagull Kitchen And Bath Products Co., Ltd.","0005","工业","C69","金属制品业","C33","金属制品业","2003-08-12","2006-11-24","2006-11-24","CNY","7.0300","8.0300","CNY","44500","CNY","2006-11-10","1.000","2","A","","2021-08-27","","4","广东省","440000","广州市","440100","中外合资","P0303"
"10","002085","万丰奥威","浙江万丰奥威汽轮股份有限公司","Zhejiang Wanfeng Auto Wheel Co., Ltd.","0005","工业","C75","交通运输设备制造业","C36","汽车制造业","2001-09-30","2006-11-28","2006-11-28","CNY","4.6600","5.6600","CNY","80000","CNY","2006-11-13","1.000","2","A","","2021-08-27","","4","浙江省","330000","绍兴市","330600","私营企业","P0306"
"10","002086","ST 东洋","山东东方海洋科技股份有限公司","Shandong Oriental Ocean Sci-tech Co., Ltd.","0004","综合","A07","渔业","A04","渔业","2001-12-19","2006-11-28","2006-11-28","CNY","6.4900","7.4900","CNY","34500","CNY","2006-11-10","1.000","2","A","","2021-12-27","","4","山东省","370000","烟台市","370600","私营企业","P0306"
"10","002087","新野纺织","河南新野纺织股份有限公司","Henan Xinye Textile Co., Ltd.","0005","工业","C11","纺织业","C17","纺织业","1994-04-24","2006-11-30","2006-11-30","CNY","4.1900","5.1900","CNY","80000","CNY","2006-11-17","1.000","2","A","","2021-08-27","","4","河南省","410000","南阳市","411300","国营或国有控股","P0301"
"10","002088","鲁阳节能","山东鲁阳节能材料股份有限公司","Luyang Energy-saving Materials Co., Ltd.","0005","工业","C61","非金属矿物制品业","C30","非金属矿物制品业","1992-10-14","2006-11-30","2006-11-30","CNY","10.0000","11.0000","CNY","26000","CNY","2006-11-17","1.000","2","A","","2021-08-27","","4","山东省","370000","淄博市","370300","中外合资","P0303"
"10","002089","ST 新海","新海宜科技集团股份有限公司","New Sea Union Technology Group Co., Ltd.","0005","工业","G","信息技术业","C39","计算机、通信和其他电子设备制造业","1997-01-01","2006-11-30","2006-11-30","CNY","7.6600","8.6600","CNY","17700","CNY","2006-11-17","1.000","2","A","","2021-08-27","","4","江苏省","320000","苏州市","320500","私营企业","P0306"
"10","002090","金智科技","江苏金智科技股份有限公司","Jiangsu Wiscom Technology Co., Ltd.","0005","工业","C76","电器机械及器材制造业","C38","电气机械及器材制造业","1995-11-10","2006-12-08","2006-12-08","CNY","13.2000","14.2000","CNY","17000","CNY","2006-11-24","1.000","2","A","","2021-08-27","","4","江苏省","320000","南京市","320100","私营企业","P0306"
"10","002091","江苏国泰","江苏国泰国际集团股份有限公司","Jiangsu Guotai International Group Guomao Co., Ltd.","0006","商业","H","批发和零售贸易","F51","批发业","1998-05-07","2006-12-08","2006-12-08","CNY","7.0000","8.0000","CNY","32000","CNY","2006-11-24","1.000","2","A","","2021-08-27","","4","江苏省","320000","张家港市","320582","国营或国有控股","P0301"
"10","002092","中泰化学","新疆中泰化学股份有限公司","Xinjiang Zhongtai Chemical Co., Ltd.","0005","工业","C43","化学原料及化学制品制造业","C26","化学原料及化学制品制造业","2001-12-18","2006-12-08","2006-12-08","CNY","5.6000","6.6000","CNY","100000","CNY","2006-11-24","1.000","2","A","","2021-08-27","","4","新疆维吾尔自治区","650000","乌鲁木齐市","650100","国营或国有控股","P0301"
"10","002093","国脉科技","国脉科技股份有限公司","Guomai Technologies, Inc.","0002","公用事业","G87","计算机应用服务业","I65","软件和信息技术服务业","2000-12-29","2006-12-15","2006-12-15","CNY","9.1000","10.1000","CNY","16700","CNY","2006-12-04","1.000","2","A","","2021-08-27","","4","福建省","350000","福州市","350100","私营企业","P0306"
"10","002094","青岛金王","青岛金王应用化学股份有限公司","Qingdao Kingking Applied Chemistry Co., Ltd.","0005","工业","C43","化学原料及化学制品制造业","C26","化学原料及化学制品制造业","1997-03-03","2006-12-15","2006-12-15","CNY","6.6900","7.6900","CNY","34000","CNY","2006-12-04","1.000","2","A","","2021-08-27","","4","山东省","370000","青岛市","370200","私营企业","P0306"
"10","002095","生意宝","浙江网盛生意宝股份有限公司","Zhejiang Netsun Co., Ltd.","0002","公用事业","G87","计算机应用服务业","I64","互联网和相关服务","2003-11-07","2006-12-15","2006-12-15","CNY","13.0900","14.0900","CNY","15000","CNY","2006-12-04","1.000","2","A","","2021-08-27","","4","浙江省","330000","杭州市","330100","私营企业","P0306"
"10","002096","南岭民爆","湖南南岭民用爆破器材股份有限公司","Hunan Nanling Civil Explosive Equipment Co., Ltd.","0005","工业","C43","化学原料及化学制品制造业","C26","化学原料及化学制品制造业","2001-08-10","2006-12-22","2006-12-22","CNY","8.3800","9.3800","CNY","15000","CNY","2006-12-11","1.000","2","A","","2021-11-03","","4","湖南省","430000","永州市","431100","国营或国有控股","P0301"
"10","002097","山河智能","山河智能装备股份有限公司","Sunward Intelligent Equipment Co., Ltd.","0005","工业","C73","专用设备制造业","C35","专用设备制造业","2001-01-19","2006-12-22","2006-12-22","CNY","9.0000","10.0000","CNY","33200","CNY","2006-12-08","1.000","2","A","","2021-08-27","","4","湖南省","430000","长沙市","430100","私营企业","P0306"
"10","002098","浔兴股份","福建浔兴拉链科技股份有限公司","Fujian Xunxing Zipper Science & Technology Co., Ltd.","0005","工业","C99","其他制造业","C41","其他制造业","1992-02-17","2006-12-22","2006-12-22","CNY","4.3500","5.3500","CNY","55000","CNY","2006-12-08","1.000","2","A","","2021-08-27","","4","福建省","350000","晋江市","350582","中外合资","P0303"
"10","002099","海翔药业","浙江海翔药业股份有限公司","Zhejiang Hisoar Pharmaceutical Co., Ltd.","0005","工业","C81","医药制造业","C27","医药制造业","2004-05-13","2006-12-26","2006-12-26","CNY","10.5600","11.5600","CNY","27000","CNY","2006-12-11","1.000","2","A","","2021-08-27","","4","浙江省","330000","台州市","331000","私营企业","P0306"
"10","002100","天康生物","天康生物股份有限公司","Tecon Biology Co., Ltd.","0005","工业","C01","食品加工业","C13","农副食品加工业","2000-12-28","2006-12-26","2006-12-26","CNY","9.8600","10.8600","CNY","16000","CNY","2006-12-11","1.000","2","A","","2021-08-27","","4","新疆维吾尔自治区","650000","乌鲁木齐市","650100","国营或国有控股","P0301"
"10","002101","广东鸿图","广东鸿图科技股份有限公司","Guangdong Hongtu Technology (Holdings) Co., Ltd.","0005","工业","C75","交通运输设备制造业","C36","汽车制造业","2000-12-22","2006-12-29","2006-12-29","CNY","10.4100","11.4100","CNY","17000","CNY","2006-12-18","1.000","2","A","","2021-08-27","","4","广东省","440000","肇庆市","441200","国营或国有控股","P0301"
"10","002102","ST 冠福","冠福控股股份有限公司","Guanfu Holdings Co., Ltd.","0005","工业","C81","医药制造业","C27","医药制造业","2002-09-28","2006-12-29","2006-12-29","CNY","4.9600","5.9600","CNY","30000","CNY","2006-12-18","1.000","2","A","","2021-08-27","","4","福建省","350000","泉州市","350500","私营企业","P0306"
"10","002103","广博股份","广博集团股份有限公司","Guangbo Group Stock Co., Ltd.","0002","公用事业","K99","其他社会服务业","L72","商务服务业","2001-12-20","2007-01-10","2007-01-10","CNY","5.6000","6.6000","CNY","48000","CNY","2006-12-25","1.000","2","A","","2021-08-27","","4","浙江省","330000","宁波市","330200","私营企业","P0306"
"10","002104","恒宝股份","恒宝股份有限公司","Hengbao Co., Ltd.","0005","工业","G","信息技术业","C39","计算机、通信和其他电子设备制造业","1996-09-24","2007-01-10","2007-01-10","CNY","7.4300","8.4300","CNY","28800","CNY","2006-12-25","1.000","2","A","","2021-08-27","","4","江苏省","320000","镇江市","321100","私营企业","P0306"
"10","002105","信隆健康","深圳信隆健康产业发展股份有限公司","HL Corp (Shenzhen)","0005","工业","C75","交通运输设备制造业","C37","铁路、船舶、航空航天和其它运输设备制造业","2003-12-15","2007-01-12","2007-01-12","CNY","2.4000","3.4000","CNY","68000","CNY","2006-12-25","1.000","2","A","","2021-08-27","","4","广东省","440000","深圳市","440300","私营企业","P0306"
"10","002106","莱宝高科","深圳莱宝高科技股份有限公司","Shenzhen Laibao Hi-Tech Co., Ltd.","0005","工业","G","信息技术业","C39","计算机、通信和其他电子设备制造业","2000-10-31","2007-01-12","2007-01-12","CNY","19.0000","20.0000","CNY","48800","CNY","2006-12-25","1.000","2","A","","2021-08-27","","4","广东省","440000","深圳市","440300","国营或国有控股","P0301"
"10","002107","沃华医药","山东沃华医药科技股份有限公司","Shandong Wohua Pharmaceutical Technology Co., Ltd.","0005","工业","C81","医药制造业","C27","医药制造业","2003-03-25","2007-01-24","2007-01-24","CNY","9.8500","10.8500","CNY","18000","CNY","2007-01-10","1.000","2","A","","2021-08-27","","4","山东省","370000","潍坊市","370700","私营企业","P0306"
"10","002108","沧州明珠","沧州明珠塑料股份有限公司","Cangzhou Mingzhu Plastic Co., Ltd.","0005","工业","C4","石油、化学、塑胶、塑料","C29","橡胶和塑料制品业","2001-07-08","2007-01-24","2007-01-24","CNY","9.1600","10.1600","CNY","18000","CNY","2007-01-10","1.000","2","A","","2021-08-27","","4","河北省","130000","沧州市","130900","私营企业","P0306"
"10","002109","兴化股份","陕西兴化化学股份有限公司","Shaanxi Xinghua Chemistry Co., Ltd.","0005","工业","C43","化学原料及化学制品制造业","C26","化学原料及化学制品制造业","1997-08-29","2007-01-26","2007-01-26","CNY","9.8000","10.8000","CNY","40000","CNY","2007-01-11","1.000","2","A","","2021-08-27","","4","陕西省","610000","咸阳市","610400","国营或国有控股","P0301"
"10","002110","三钢闽光","福建三钢闽光股份有限公司","Sansteel Minguang Co., Ltd.","0005","工业","C65","黑色金属冶炼及压延加工业","C31","黑色金属冶炼及压延加工业","2001-12-26","2007-01-26","2007-01-26","CNY","5.0000","6.0000","CNY","100000","CNY","2007-01-11","1.000","2","A","","2021-08-27","","4","福建省","350000","三明市","350400","国营或国有控股","P0301"
"10","002111","威海广泰","威海广泰空港设备股份有限公司","Weihai Guangtai Airport Equipment Co., Ltd.","0005","工业","C73","专用设备制造业","C35","专用设备制造业","2002-08-30","2007-01-26","2007-01-26","CNY","7.7000","8.7000","CNY","21200","CNY","2007-01-16","1.000","2","A","","2021-08-27","","4","山东省","370000","威海市","371000","私营企业","P0306"
"10","002112","三变科技","三变科技股份有限公司","Sanbian Sci-Tech Co., Ltd.","0005","工业","C76","电器机械及器材制造业","C38","电气机械及器材制造业","2001-12-29","2007-02-08","2007-02-08","CNY","8.8000","9.8000","CNY","20000","CNY","2007-01-26","1.000","2","A","","2021-08-27","","4","浙江省","330000","台州市","331000","国营或国有控股","P0301"
"10","002113","ST 天润","湖南天润数字娱乐文化传媒股份有限公司","Hunan Tianrun Digital Entertainment & Cultural Media Co., Ltd.","0002","公用事业","G87","计算机应用服务业","I64","互联网和相关服务","1989-04-02","2007-02-08","2007-02-08","CNY","7.0800","8.0800","CNY","22000","CNY","2007-01-26","1.000","2","A","","2021-08-27","","4","湖南省","430000","岳阳市","430600","私营企业","P0306"
"10","002114","罗平锌电","云南罗平锌电股份有限公司","Yunnan Luoping Zinc & Electricity Co., Ltd.","0005","工业","C67","有色金属冶炼及压延加工业","C32","有色金属冶炼及压延加工业","2000-12-21","2007-02-15","2007-02-15","CNY","9.0800","10.0800","CNY","25600","CNY","2007-02-01","1.000","2","A","","2021-08-27","","4","云南省","530000","曲靖市","530300","国营或国有控股","P0301"
"10","002115","三维通信","三维通信股份有限公司","Sanwei Communications Co., Ltd.","0002","公用事业","K99","其他社会服务业","L72","商务服务业","2004-03-18","2007-02-15","2007-02-15","CNY","8.1500","9.1500","CNY","20000","CNY","2007-02-01","1.000","2","A","","2021-08-27","","4","浙江省","330000","杭州市","330100","私营企业","P0306"
"10","002116","中国海诚","中国海诚工程科技股份有限公司","China Haisum Engineering Co., Ltd.","0003","房地产","E01","土木工程建筑业","E48","土木工程建筑业","2002-12-02","2007-02-15","2007-02-15","CNY","5.8800","6.8800","CNY","29000","CNY","2007-02-05","1.000","2","A","","2021-08-27","","4","上海市","310000","上海市","310000","国营或国有控股","P0301"
"10","002117","东港股份","东港股份有限公司","Tungkong Inc.","0005","工业","C35","印刷业","C23","印刷和记录媒介复制业","2002-12-30","2007-03-02","2007-03-02","CNY","9.2800","10.2800","CNY","28000","CNY","2007-02-08","1.000","2","A","","2021-08-27","","4","山东省","370000","济南市","370100","中外合资","P0303"
"10","002118","紫鑫药业","吉林紫鑫药业股份有限公司","Jilin Zixin Pharmaceutical Industrial Co., Ltd.","0005","工业","C81","医药制造业","C27","医药制造业","2001-02-23","2007-03-02","2007-03-02","CNY","8.5600","9.5600","CNY","16900","CNY","2007-02-08","1.000","2","A","","2021-08-27","","4","吉林省","220000","通化市","220500","私营企业","P0306"
"10","002119","康强电子","宁波康强电子股份有限公司","Ningbo Kangqiang Electronics Co., Ltd.","0005","工业","G","信息技术业","C39","计算机、通信和其他电子设备制造业","2002-10-28","2007-03-02","2007-03-02","CNY","10.1000","11.1000","CNY","25000","CNY","2007-02-08","1.000","2","A","","2021-08-27","","4","浙江省","330000","宁波市","330200","私营企业","P0306"
"10","002120","韵达股份","韵达控股股份有限公司","Yunda Holding Co., Ltd.","0002","公用事业","K10","邮政服务业","G60","邮政业","1996-04-05","2007-03-06","2007-03-06","CNY","9.2200","10.2200","CNY","17000","CNY","2007-02-12","1.000","2","A","","2021-08-27","","4","浙江省","330000","宁波市","330200","私营企业","P0306"
"10","002121","科陆电子","深圳市科陆电子科技股份有限公司","Shenzhen Clou Electronics Co., Ltd.","0005","工业","C78","仪器仪表及文化、办公用机械制造业","C40","仪器仪表制造业","2000-11-30","2007-03-06","2007-03-06","CNY","10.0000","11.0000","CNY","15000","CNY","2007-02-12","1.000","2","A","","2021-08-27","","4","广东省","440000","深圳市","440300","私营企业","P0306"
"10","002122","ST 天马","天马轴承集团股份有限公司","Tianma Bearing Group Co., Ltd.","0005","工业","C71","普通机械制造业","C34","通用设备制造业","2002-11-18","2007-03-28","2007-03-28","CNY","28.0000","29.0000","CNY","34000","CNY","2007-03-16","1.000","2","A","","2021-08-27","","4","浙江省","330000","杭州市","330100","私营企业","P0306"
"10","002123","梦网科技","梦网云科技集团股份有限公司","MONTNETS CLOUD TECHNOLOGY GROUP CO.,LTD","0002","公用事业","G87","计算机应用服务业","I65","软件和信息技术服务业","1998-11-19","2007-03-28","2007-03-28","CNY","17.9000","18.9000","CNY","16000","CNY","2007-03-16","1.000","2","A","","2021-08-27","","4","辽宁省","210000","鞍山市","210300","私营企业","P0306"
"10","002124","天邦股份","天邦食品股份有限公司","Tech-bank Food Co., Ltd.","0004","综合","A05","畜牧业","A03","畜牧业","2001-04-30","2007-04-03","2007-04-03","CNY","9.2500","10.2500","CNY","18500","CNY","2007-03-19","1.000","2","A","","2021-08-27","","4","浙江省","330000","宁波市","330200","私营企业","P0306"
"10","002125","湘潭电化","湘潭电化科技股份有限公司","Xiangtan Electrochemical Scientific Co., Ltd.","0005","工业","C43","化学原料及化学制品制造业","C26","化学原料及化学制品制造业","2000-09-30","2007-04-03","2007-04-03","CNY","5.5000","6.5000","CNY","25000","CNY","2007-03-19","1.000","2","A","","2021-08-27","","4","湖南省","430000","湘潭市","430300","国营或国有控股","P0301"
"10","002126","银轮股份","浙江银轮机械股份有限公司","Zhejiang Yinlun Machinery Co., Ltd.","0005","工业","C75","交通运输设备制造业","C36","汽车制造业","1999-03-10","2007-04-18","2007-04-18","CNY","7.3800","8.3800","CNY","30000","CNY","2007-04-05","1.000","2","A","","2021-08-27","","4","浙江省","330000","台州市","331000","私营企业","P0306"
"10","002127","南极电商","南极电商股份有限公司","Nanji E-commerce Co., Ltd.","0002","公用事业","K99","其他社会服务业","L72","商务服务业","1999-07-12","2007-04-18","2007-04-18","CNY","8.4000","9.4000","CNY","28000","CNY","2007-04-06","1.000","2","A","","2021-08-27","","4","江苏省","320000","苏州市","320500","私营企业","P0306"
"10","002128","电投能源","内蒙古电投能源股份有限公司","INNER MONGOLIA DIAN TOU ENERGY CORPORATION LIMITED","0005","工业","B01","煤炭采选业","B06","煤炭开采和洗选业","2001-12-18","2007-04-18","2007-04-18","CNY","8.8000","9.8000","CNY","78000","CNY","2007-04-06","1.000","2","A","","2021-08-27","","4","内蒙古自治区","150000","通辽市","150500","国营或国有控股","P0301"
"10","002129","中环股份","天津中环半导体股份有限公司","Tianjin Zhonghuan Semiconductor Co., Ltd.","0005","工业","C76","电器机械及器材制造业","C38","电气机械及器材制造业","1999-12-27","2007-04-20","2007-04-20","CNY","4.8100","5.8100","CNY","100000","CNY","2007-04-06","1.000","2","A","","2021-08-27","","4","天津市","120000","天津市","120000","国营或国有控股","P0301"
"10","002130","沃尔核材","深圳市沃尔核材股份有限公司","Shenzhen Woer Heat-Shrinkable Material Co., Ltd.","0005","工业","G","信息技术业","C39","计算机、通信和其他电子设备制造业","1998-06-19","2007-04-20","2007-04-20","CNY","14.7200","15.7200","CNY","14000","CNY","2007-04-06","1.000","2","A","","2021-08-27","","4","广东省","440000","深圳市","440300","私营企业","P0306"
"10","002131","利欧股份","利欧集团股份有限公司","Leo Group Co., Ltd.","0002","公用事业","G87","计算机应用服务业","I64","互联网和相关服务","2001-05-21","2007-04-27","2007-04-27","CNY","12.6900","13.6900","CNY","19000","CNY","2007-04-13","1.000","2","A","","2021-08-27","","4","浙江省","330000","台州市","331000","私营企业","P0306"
"10","002132","恒星科技","河南恒星科技股份有限公司","Henan Hengxing Science & Technology Co., Ltd.","0005","工业","C69","金属制品业","C33","金属制品业","1995-07-12","2007-04-27","2007-04-27","CNY","7.0000","8.0000","CNY","41000","CNY","2007-04-13","1.000","2","A","","2021-08-27","","4","河南省","410000","郑州市","410100","私营企业","P0306"
"10","002133","广宇集团","广宇集团股份有限公司","Cosmos Group Co., Ltd.","0003","房地产","J","房地产业","K70","房地产业","2004-10-18","2007-04-27","2007-04-27","CNY","9.8000","10.8000","CNY","63000","CNY","2007-04-18","1.000","2","A","","2021-08-27","","4","浙江省","330000","杭州市","330100","私营企业","P0306"
"10","002134","天津普林","天津普林电路股份有限公司","Tianjin Printronics Circuit Corporation","0005","工业","G","信息技术业","C39","计算机、通信和其他电子设备制造业","1988-04-27","2007-05-16","2007-05-16","CNY","7.2800","8.2800","CNY","50000","CNY","2007-04-24","1.000","2","A","","2021-08-27","","4","天津市","120000","天津市","120000","国营或国有控股","P0301"
"10","002135","东南网架","浙江东南网架股份有限公司","Zhejiang Southeast Space Frame Co., Ltd.","0005","工业","C69","金属制品业","C33","金属制品业","2001-12-29","2007-05-30","2007-05-30","CNY","8.6000","9.6000","CNY","50000","CNY","2007-05-09","1.000","2","A","","2021-08-27","","4","浙江省","330000","杭州市","330100","私营企业","P0306"
"10","002136","安纳达","安徽安纳达钛业股份有限公司","Anhui Annada Titanium Industry Co., Ltd.","0005","工业","C43","化学原料及化学制品制造业","C26","化学原料及化学制品制造业","2005-03-23","2007-05-30","2007-05-30","CNY","7.0800","8.0800","CNY","20000","CNY","2007-05-21","1.000","2","A","","2021-08-27","","4","安徽省","340000","铜陵市","340700","国营或国有控股","P0301"
"10","002137","实益达","深圳市实益达科技股份有限公司","SHENZHEN SEA STAR TECHNOLOGY CO., LTD","0005","工业","G","信息技术业","C39","计算机、通信和其他电子设备制造业","1998-06-05","2007-06-13","2007-06-13","CNY","9.3000","10.3000","CNY","33400","CNY","2007-05-31","1.000","2","A","","2021-08-27","","4","广东省","440000","深圳市","440300","私营企业","P0306"
"10","002138","顺络电子","深圳顺络电子股份有限公司","Shenzhen Sunlord Electronics Co., Ltd.","0005","工业","G","信息技术业","C39","计算机、通信和其他电子设备制造业","2005-09-21","2007-06-13","2007-06-13","CNY","12.6000","13.6000","CNY","24000","CNY","2007-06-01","1.000","2","A","","2021-08-27","","4","广东省","440000","深圳市","440300","中外合资","P0303"
"10","002139","拓邦股份","深圳拓邦股份有限公司","Shenzhen Topband Co., Ltd.","0005","工业","C76","电器机械及器材制造业","C38","电气机械及器材制造业","1996-02-09","2007-06-29","2007-06-29","CNY","9.4800","10.4800","CNY","18080","CNY","2007-06-20","1.000","2","A","","2021-08-27","","4","广东省","440000","深圳市","440300","私营企业","P0306"
"10","002140","东华科技","东华工程科技股份有限公司","East China Engineering Science and Technology Co., Ltd.","0003","房地产","E01","土木工程建筑业","E48","土木工程建筑业","2001-07-18","2007-07-12","2007-07-12","CNY","19.0000","20.0000","CNY","16800","CNY","2007-07-03","1.000","2","A","","2021-08-27","","4","安徽省","340000","合肥市","340100","国营或国有控股","P0301"
"10","002141","贤丰控股","贤丰控股股份有限公司","Infund Holding Co., Ltd.","0005","工业","C76","电器机械及器材制造业","C38","电气机械及器材制造业","1985-01-26","2007-07-20","2007-07-20","CNY","7.5100","8.5100","CNY","20300","CNY","2007-07-12","1.000","2","A","","2021-08-27","","4","广东省","440000","珠海市","440400","私营企业","P0306"
"10","002142","宁波银行","宁波银行股份有限公司","Bank of Ningbo Co., Ltd.","0001","金融","I01","银行业","J66","货币金融服务","1997-04-10","2007-07-19","2007-07-19","CNY","8.2000","9.2000","CNY","450000","CNY","2007-07-12","1.000","2","A","","2021-12-02","","4","浙江省","330000","宁波市","330200","中外合资","P0303"
"10","002143","印纪退","印纪娱乐传媒股份有限公司","DMG Entertainment and Media Co., Ltd.","0002","公用事业","K99","其他社会服务业","L72","商务服务业","2003-08-22","2007-07-20","2007-07-20","CNY","9.1500","10.1500","CNY","27000","CNY","2007-07-12","1.000","2","D","","2019-11-29","","4","四川省","510000","遂宁市","510900","私营企业","P0306"
"10","002144","宏达高科","宏达高科控股股份有限公司","Hongda High-Tech Holding Co., Ltd.","0005","工业","C11","纺织业","C17","纺织业","1997-07-24","2007-08-03","2007-08-03","CNY","4.4300","5.4300","CNY","27000","CNY","2007-07-23","1.000","2","A","","2021-08-27","","4","浙江省","330000","嘉兴市","330400","私营企业","P0306"
"10","002145","中核钛白","中核华原钛白股份有限公司","CNNC Huayuan Titanium Dioxide Co., Ltd.","0005","工业","C43","化学原料及化学制品制造业","C26","化学原料及化学制品制造业","2001-02-23","2007-08-03","2007-08-03","CNY","4.5800","5.5800","CNY","60000","CNY","2007-07-23","1.000","2","A","","2021-08-27","","4","甘肃省","620000","白银市","620400","私营企业","P0306"
"10","002146","荣盛发展","荣盛房地产发展股份有限公司","Risesun Real Estate Development Co., Ltd.","0003","房地产","J","房地产业","K70","房地产业","2003-01-20","2007-08-08","2007-08-08","CNY","11.9300","12.9300","CNY","70000","CNY","2007-07-24","1.000","2","A","","2021-08-27","","4","河北省","130000","廊坊市","131000","私营企业","P0306"
"10","002147","*ST 新光","新光圆成股份有限公司","Neoglory Prosperity Inc.","0003","房地产","J","房地产业","K70","房地产业","2003-07-25","2007-08-08","2007-08-08","CNY","7.1200","8.1200","CNY","24000","CNY","2007-07-24","1.000","2","A","","2021-08-27","","4","安徽省","340000","马鞍山市","340500","私营企业","P0306"
"10","002148","北纬科技","北京北纬通信科技股份有限公司","Beijing Bewinner Communications Co., Ltd.","0002","公用事业","G87","计算机应用服务业","I65","软件和信息技术服务业","2001-12-20","2007-08-10","2007-08-10","CNY","17.0000","18.0000","CNY","12600","CNY","2007-07-26","1.000","2","A","","2021-08-27","","4","北京市","110000","北京市","110000","私营企业","P0306"
"10","002149","西部材料","西部金属材料股份有限公司","Western Metal Materials Co., Ltd.","0005","工业","C67","有色金属冶炼及压延加工业","C32","有色金属冶炼及压延加工业","2000-12-28","2007-08-10","2007-08-10","CNY","7.4800","8.4800","CNY","23000","CNY","2007-07-26","1.000","2","A","","2021-08-27","","4","陕西省","610000","西安市","610100","国营或国有控股","P0301"
"10","002150","通润装备","江苏通润装备科技股份有限公司","Jiangsu Tongrun Equipment Technology Co., Ltd.","0005","工业","C69","金属制品业","C33","金属制品业","2002-10-28","2007-08-10","2007-08-10","CNY","12.9800","13.9800","CNY","17500","CNY","2007-07-26","1.000","2","A","","2021-08-27","","4","江苏省","320000","苏州市","320500","私营企业","P0306"
"10","002151","北斗星通","北京北斗星通导航技术股份有限公司","Beijing BDStar Navigation Technology Co., Ltd.","0005","工业","G","信息技术业","C39","计算机、通信和其他电子设备制造业","2000-09-25","2007-08-13","2007-08-13","CNY","11.1800","12.1800","CNY","13500","CNY","2007-07-30","1.000","2","A","","2021-08-27","","4","北京市","110000","北京市","110000","私营企业","P0306"
"10","002152","广电运通","广州广电运通金融电子股份有限公司","GRG Banking Equipment Co., Ltd.","0005","工业","C71","普通机械制造业","C34","通用设备制造业","2005-10-18","2007-08-13","2007-08-13","CNY","15.8800","16.8800","CNY","36000","CNY","2007-07-30","1.000","2","A","","2021-08-27","","4","广东省","440000","广州市","440100","国营或国有控股","P0301"
"10","002153","石基信息","北京中长石基信息技术股份有限公司","Beijing Shiji Information Technology Co., Ltd.","0002","公用事业","G87","计算机应用服务业","I65","软件和信息技术服务业","1998-02-06","2007-08-13","2007-08-13","CNY","20.5000","21.5000","CNY","14000","CNY","2007-07-30","1.000","2","A","","2021-08-27","","4","北京市","110000","北京市","110000","私营企业","P0306"
"10","002154","报喜鸟","报喜鸟控股股份有限公司","Baoxiniao Holding Co., Ltd.","0005","工业","C13","服装及其他纤维制品制造业","C18","纺织服装、服饰业","2001-06-20","2007-08-16","2007-08-16","CNY","11.6000","12.6000","CNY","24000","CNY","2007-08-01","1.000","2","A","","2021-08-27","","4","浙江省","330000","温州市","330300","私营企业","P0306"
"10","002155","湖南黄金","湖南黄金股份有限公司","Hunan Gold Corporation Limited","0005","工业","B07","有色金属矿采选业","B09","有色金属矿采选业","2000-12-25","2007-08-16","2007-08-16","CNY","11.5000","12.5000","CNY","98000","CNY","2007-08-01","1.000","2","A","","2021-08-27","","4","湖南省","430000","长沙市","430100","国营或国有控股","P0301"
"10","002156","通富微电","通富微电子股份有限公司","Tongfu Microelectronics Co., Ltd.","0005","工业","G","信息技术业","C39","计算机、通信和其他电子设备制造业","1994-02-04","2007-08-16","2007-08-16","CNY","7.8200","8.8200","CNY","67000","CNY","2007-08-01","1.000","2","A","","2021-08-27","","4","江苏省","320000","南通市","320600","私营企业","P0306"
"10","002157","正邦科技","江西正邦科技股份有限公司","Jiangxi Zhengbang Technology Co., Ltd.","0004","综合","A05","畜牧业","A03","畜牧业","1996-09-26","2007-08-17","2007-08-17","CNY","10.0900","11.0900","CNY","19000","CNY","2007-08-03","1.000","2","A","","2021-08-27","","4","江西省","360000","南昌市","360100","中外合资","P0303"
"10","002158","汉钟精机","上海汉钟精机股份有限公司","Shanghai Hanbell Precise Machinery Co., Ltd.","0005","工业","C71","普通机械制造业","C34","通用设备制造业","1998-01-07","2007-08-17","2007-08-17","CNY","8.0800","9.0800","CNY","38000","CNY","2007-08-03","1.000","2","A","","2021-08-27","","4","上海市","310000","上海市","310000","中外合资","P0303"
